"scet","name","value","unit"
"2025-349T09:45:00","Voltage",6.582068772062557,"volts"
"2025-349T09:46:00","Voltage",9.071567383646803,"volts"
"2025-349T09:47:00","Voltage",1.2075009784085637,"volts"
"2025-349T09:48:00","Voltage",6.1671319451427635,"volts"
"2025-349T09:49:00","Voltage",3.6338930315395377,"volts"
"2025-349T09:50:00","Voltage",9.273270522198072,"volts"
"2025-349T09:51:00","Voltage",5.743659031238041,"volts"
"2025-349T09:52:00","Voltage",6.59630585830054,"volts"
"2025-349T09:53:00","Voltage",6.533470797382651,"volts"
"2025-349T09:54:00","Voltage",8.969932880483066,"volts"
"2025-349T09:55:00","Voltage",0.8926989058484822,"volts"
"2025-349T09:56:00","Voltage",8.130364787158568,"volts"
"2025-349T09:57:00","Voltage",5.402976946472859,"volts"
"2025-349T09:58:00","Voltage",7.999165940164534,"volts"
"2025-349T09:59:00","Voltage",4.44231174501083,"volts"
"2025-349T10:00:00","Voltage",9.86719396584471,"volts"
"2025-349T10:01:00","Voltage",2.8593154373919867,"volts"
"2025-349T10:02:00","Voltage",3.3561712490379323,"volts"
"2025-349T10:03:00","Voltage",3.4417659174368223,"volts"
"2025-349T10:04:00","Voltage",8.847164706104735,"volts"
"2025-349T10:05:00","Voltage",9.153420448597219,"volts"
"2025-349T10:06:00","Voltage",1.7011644107731914,"volts"
"2025-349T10:07:00","Voltage",0.4885556113850151,"volts"
"2025-349T10:08:00","Voltage",9.398527266637522,"volts"
"2025-349T10:09:00","Voltage",6.515761186133144,"volts"
"2025-349T10:10:00","Voltage",2.3176073994563766,"volts"
"2025-349T10:11:00","Voltage",3.4827083367475726,"volts"
"2025-349T10:12:00","Voltage",1.491132349120911,"volts"
"2025-349T10:13:00","Voltage",6.851804223716186,"volts"
"2025-349T10:14:00","Voltage",7.6152781428430485,"volts"
"2025-349T10:15:00","Voltage",9.296544255469522,"volts"
"2025-349T10:16:00","Voltage",5.6893388975315675,"volts"
"2025-349T10:17:00","Voltage",1.4892691824790882,"volts"
"2025-349T10:18:00","Voltage",8.863432600151496,"volts"
"2025-349T10:19:00","Voltage",7.919049229718019,"volts"
"2025-349T10:20:00","Voltage",1.7379130682067179,"volts"
"2025-349T10:21:00","Voltage",1.154402872072899,"volts"
"2025-349T10:22:00","Voltage",9.821823487563794,"volts"
"2025-349T10:23:00","Voltage",3.0755913164248687,"volts"
"2025-349T10:24:00","Voltage",1.6540832514605357,"volts"
"2025-349T10:25:00","Voltage",1.9117741679911444,"volts"
"2025-349T10:26:00","Voltage",7.0035509717605535,"volts"
"2025-349T10:27:00","Voltage",7.882458484105014,"volts"
"2025-349T10:28:00","Voltage",1.4273713039779206,"volts"
"2025-349T10:29:00","Voltage",9.851523608547117,"volts"
"2025-349T10:30:00","Voltage",4.741895864778679,"volts"
"2025-349T10:31:00","Voltage",4.175964756960782,"volts"
"2025-349T10:32:00","Voltage",1.1807537289457928,"volts"
"2025-349T10:33:00","Voltage",7.7830999844287305,"volts"
"2025-349T10:34:00","Voltage",7.885354155066869,"volts"
"2025-349T10:35:00","Voltage",3.2274396990631486,"volts"
"2025-349T10:36:00","Voltage",4.632054203251659,"volts"
"2025-349T10:37:00","Voltage",5.000954085833951,"volts"
"2025-349T10:38:00","Voltage",4.858632252136469,"volts"
"2025-349T10:39:00","Voltage",0.07747225831220132,"volts"
"2025-349T10:40:00","Voltage",5.044438712349036,"volts"
"2025-349T10:41:00","Voltage",6.894808127204124,"volts"
"2025-349T10:42:00","Voltage",2.339845538116603,"volts"
"2025-349T10:43:00","Voltage",7.7290271843679115,"volts"
"2025-349T10:44:00","Voltage",3.3288344336450253,"volts"
"2025-349T10:45:00","Voltage",5.88303211907579,"volts"
"2025-349T10:46:00","Voltage",1.7489228132858845,"volts"
"2025-349T10:47:00","Voltage",8.264833537537319,"volts"
"2025-349T10:48:00","Voltage",0.23598758837863718,"volts"
"2025-349T10:49:00","Voltage",2.6099338890643624,"volts"
"2025-349T10:50:00","Voltage",1.1641709557348343,"volts"
"2025-349T10:51:00","Voltage",5.792243438586411,"volts"
"2025-349T10:52:00","Voltage",7.58032483487258,"volts"
"2025-349T10:53:00","Voltage",2.5160679005413598,"volts"
"2025-349T10:54:00","Voltage",8.393600369934376,"volts"
"2025-349T10:55:00","Voltage",9.375017967010457,"volts"
"2025-349T10:56:00","Voltage",1.281611567232799,"volts"
"2025-349T10:57:00","Voltage",0.17104964374161669,"volts"
"2025-349T10:58:00","Voltage",3.062739905794155,"volts"
"2025-349T10:59:00","Voltage",3.465358949452225,"volts"
"2025-349T11:00:00","Voltage",1.0356286433789021,"volts"
"2025-349T11:01:00","Voltage",2.436996521035457,"volts"
"2025-349T11:02:00","Voltage",3.5682974469196167,"volts"
"2025-349T11:03:00","Voltage",5.437142715624256,"volts"
"2025-349T11:04:00","Voltage",0.9143444070524485,"volts"
"2025-349T11:05:00","Voltage",0.7225141091042393,"volts"
"2025-349T11:06:00","Voltage",3.1742703680704714,"volts"
"2025-349T11:07:00","Voltage",5.5732246360209325,"volts"
"2025-349T11:08:00","Voltage",2.6046137808359875,"volts"
"2025-349T11:09:00","Voltage",7.8976297581847055,"volts"
"2025-349T11:10:00","Voltage",4.4624154962707365,"volts"
"2025-349T11:11:00","Voltage",2.2620798133045743,"volts"
"2025-349T11:12:00","Voltage",4.556234712481138,"volts"
"2025-349T11:13:00","Voltage",5.236745386259147,"volts"
"2025-349T11:14:00","Voltage",2.7559960456503303,"volts"
"2025-349T11:15:00","Voltage",1.0598126149212144,"volts"
"2025-349T11:16:00","Voltage",4.385370181537589,"volts"
"2025-349T11:17:00","Voltage",9.97195026375549,"volts"
"2025-349T11:18:00","Voltage",0.9022058979667702,"volts"
"2025-349T11:19:00","Voltage",7.629166710864838,"volts"
"2025-349T11:20:00","Voltage",7.699807791658817,"volts"
"2025-349T11:21:00","Voltage",7.34640305936446,"volts"
"2025-349T11:22:00","Voltage",7.003133757374599,"volts"
"2025-349T11:23:00","Voltage",1.0462285464951326,"volts"
"2025-349T11:24:00","Voltage",2.387732453707042,"volts"
"2025-349T11:25:00","Voltage",2.337514415347475,"volts"
"2025-349T11:26:00","Voltage",4.159055647972006,"volts"
"2025-349T11:27:00","Voltage",2.7891514924088927,"volts"
"2025-349T11:28:00","Voltage",8.530021784195737,"volts"
"2025-349T11:29:00","Voltage",8.985114399707399,"volts"
"2025-349T11:30:00","Voltage",1.3631789833676247,"volts"
"2025-349T11:31:00","Voltage",6.645842159321937,"volts"
"2025-349T11:32:00","Voltage",0.7882660277291775,"volts"
"2025-349T11:33:00","Voltage",5.864719921676165,"volts"
"2025-349T11:34:00","Voltage",9.153321024015526,"volts"
"2025-349T11:35:00","Voltage",6.6512506161525,"volts"
"2025-349T11:36:00","Voltage",8.660396311067904,"volts"
"2025-349T11:37:00","Voltage",0.35471343516283965,"volts"
"2025-349T11:38:00","Voltage",7.861936572586599,"volts"
"2025-349T11:39:00","Voltage",2.258608660624153,"volts"
"2025-349T11:40:00","Voltage",8.049605296753246,"volts"
"2025-349T11:41:00","Voltage",2.4677276309291316,"volts"
"2025-349T11:42:00","Voltage",2.2244804051262532,"volts"
"2025-349T11:43:00","Voltage",4.1553103085777465,"volts"
"2025-349T11:44:00","Voltage",0.8845955895933166,"volts"
"2025-349T11:45:00","Voltage",8.038001323143591,"volts"
"2025-349T11:46:00","Voltage",3.5961931645367464,"volts"
"2025-349T11:47:00","Voltage",5.5128859690384475,"volts"
"2025-349T11:48:00","Voltage",2.441741468114322,"volts"
"2025-349T11:49:00","Voltage",6.774637023173249,"volts"
"2025-349T11:50:00","Voltage",1.8407655391488147,"volts"
"2025-349T11:51:00","Voltage",3.581011938107749,"volts"
"2025-349T11:52:00","Voltage",0.5176967545612406,"volts"
"2025-349T11:53:00","Voltage",5.227504087675671,"volts"
"2025-349T11:54:00","Voltage",2.22481480800634,"volts"
"2025-349T11:55:00","Voltage",0.3351464481501066,"volts"
"2025-349T11:56:00","Voltage",9.685318807322188,"volts"
"2025-349T11:57:00","Voltage",0.7022834654007646,"volts"
"2025-349T11:58:00","Voltage",7.379775299160748,"volts"
"2025-349T11:59:00","Voltage",8.986193111899343,"volts"
"2025-349T12:00:00","Voltage",5.449038554038034,"volts"
"2025-349T12:01:00","Voltage",2.6617051019007896,"volts"
"2025-349T12:02:00","Voltage",3.9667383098875604,"volts"
"2025-349T12:03:00","Voltage",6.493771027881323,"volts"
"2025-349T12:04:00","Voltage",0.947226225010575,"volts"
"2025-349T12:05:00","Voltage",9.005970723505234,"volts"
"2025-349T12:06:00","Voltage",0.6788414836123099,"volts"
"2025-349T12:07:00","Voltage",9.048305193906321,"volts"
"2025-349T12:08:00","Voltage",5.9934213821121505,"volts"
"2025-349T12:09:00","Voltage",4.269946606380233,"volts"
"2025-349T12:10:00","Voltage",1.2455067756200102,"volts"
"2025-349T12:11:00","Voltage",6.1271841217471055,"volts"
"2025-349T12:12:00","Voltage",9.658773573917987,"volts"
"2025-349T12:13:00","Voltage",1.4791242359074215,"volts"
"2025-349T12:14:00","Voltage",0.5593903026045116,"volts"
"2025-349T12:15:00","Voltage",6.103152190254966,"volts"
"2025-349T12:16:00","Voltage",2.679306171956549,"volts"
"2025-349T12:17:00","Voltage",1.177204004257569,"volts"
"2025-349T12:18:00","Voltage",3.5213338639854133,"volts"
"2025-349T12:19:00","Voltage",3.2072376224711507,"volts"
"2025-349T12:20:00","Voltage",1.1048060944746612,"volts"
"2025-349T12:21:00","Voltage",1.5573675125967068,"volts"
"2025-349T12:22:00","Voltage",1.4738421752669306,"volts"
"2025-349T12:23:00","Voltage",4.867368086690556,"volts"
"2025-349T12:24:00","Voltage",2.386329124613092,"volts"
"2025-349T12:25:00","Voltage",7.362643007132863,"volts"
"2025-349T12:26:00","Voltage",6.304299103548059,"volts"
"2025-349T12:27:00","Voltage",5.277773552619445,"volts"
"2025-349T12:28:00","Voltage",4.393160866700781,"volts"
"2025-349T12:29:00","Voltage",5.207664108160339,"volts"
"2025-349T12:30:00","Voltage",1.4054620578946315,"volts"
"2025-349T12:31:00","Voltage",2.69754215450043,"volts"
"2025-349T12:32:00","Voltage",1.013446366466005,"volts"
"2025-349T12:33:00","Voltage",0.12170799557785003,"volts"
"2025-349T12:34:00","Voltage",3.7572640125626107,"volts"
"2025-349T12:35:00","Voltage",6.266603697513695,"volts"
"2025-349T12:36:00","Voltage",6.30268804552834,"volts"
"2025-349T12:37:00","Voltage",1.9401698198087334,"volts"
"2025-349T12:38:00","Voltage",1.2248683596659942,"volts"
"2025-349T12:39:00","Voltage",2.094669177046927,"volts"
"2025-349T12:40:00","Voltage",7.415960170768237,"volts"
"2025-349T12:41:00","Voltage",6.2404344132906795,"volts"
"2025-349T12:42:00","Voltage",9.962435621860543,"volts"
"2025-349T12:43:00","Voltage",7.093721024294422,"volts"
"2025-349T12:44:00","Voltage",2.454743493970684,"volts"
"2025-349T12:45:00","Voltage",2.0594602119009955,"volts"
"2025-349T12:46:00","Voltage",4.850829093414381,"volts"
"2025-349T12:47:00","Voltage",2.608528937612925,"volts"
"2025-349T12:48:00","Voltage",2.378543147980595,"volts"
"2025-349T12:49:00","Voltage",9.072682809630807,"volts"
"2025-349T12:50:00","Voltage",0.30762875437345444,"volts"
"2025-349T12:51:00","Voltage",0.6558512356693317,"volts"
"2025-349T12:52:00","Voltage",6.003523041205501,"volts"
"2025-349T12:53:00","Voltage",3.6466063800989224,"volts"
"2025-349T12:54:00","Voltage",3.323373619024049,"volts"
"2025-349T12:55:00","Voltage",1.4644228765423877,"volts"
"2025-349T12:56:00","Voltage",5.334089897521877,"volts"
"2025-349T12:57:00","Voltage",7.098504215620124,"volts"
"2025-349T12:58:00","Voltage",2.318415279945789,"volts"
"2025-349T12:59:00","Voltage",8.062061726371086,"volts"
"2025-349T13:00:00","Voltage",8.024958207726357,"volts"
"2025-349T13:01:00","Voltage",3.3231164190896396,"volts"
"2025-349T13:02:00","Voltage",1.8303169366978094,"volts"
"2025-349T13:03:00","Voltage",6.1733765616530265,"volts"
"2025-349T13:04:00","Voltage",6.490117766510128,"volts"
"2025-349T13:05:00","Voltage",5.585112932620657,"volts"
"2025-349T13:06:00","Voltage",0.27782469663314574,"volts"
"2025-349T13:07:00","Voltage",7.540291263266105,"volts"
"2025-349T13:08:00","Voltage",5.455311159453201,"volts"
"2025-349T13:09:00","Voltage",3.748829429429014,"volts"
"2025-349T13:10:00","Voltage",0.9065664910463869,"volts"
"2025-349T13:11:00","Voltage",6.773098884711021,"volts"
"2025-349T13:12:00","Voltage",0.2625657571911354,"volts"
"2025-349T13:13:00","Voltage",1.2227820760180057,"volts"
"2025-349T13:14:00","Voltage",9.712852398129465,"volts"
"2025-349T13:15:00","Voltage",4.235664190603905,"volts"
"2025-349T13:16:00","Voltage",10.066148186183272,"volts"
"2025-349T13:17:00","Voltage",2.474062306329695,"volts"
"2025-349T13:18:00","Voltage",8.405196064208884,"volts"
"2025-349T13:19:00","Voltage",4.712510351632676,"volts"
"2025-349T13:20:00","Voltage",5.224984161296729,"volts"
"2025-349T13:21:00","Voltage",0.6191818525976278,"volts"
"2025-349T13:22:00","Voltage",8.402281873724895,"volts"
"2025-349T13:23:00","Voltage",7.439727381442216,"volts"
"2025-349T13:24:00","Voltage",6.277108038964462,"volts"
"2025-349T13:25:00","Voltage",2.375511706694602,"volts"
"2025-349T13:26:00","Voltage",4.374083017512456,"volts"
"2025-349T13:27:00","Voltage",9.754754358130118,"volts"
"2025-349T13:28:00","Voltage",3.0959727011767946,"volts"
"2025-349T13:29:00","Voltage",1.6166201964822173,"volts"
"2025-349T13:30:00","Voltage",9.096457039507623,"volts"
"2025-349T13:31:00","Voltage",1.4101994892602936,"volts"
"2025-349T13:32:00","Voltage",1.6255798088334383,"volts"
"2025-349T13:33:00","Voltage",1.1033652771061835,"volts"
"2025-349T13:34:00","Voltage",0.40514735170439103,"volts"
"2025-349T13:35:00","Voltage",7.482184509521563,"volts"
"2025-349T13:36:00","Voltage",5.50097053760363,"volts"
"2025-349T13:37:00","Voltage",2.829718268911352,"volts"
"2025-349T13:38:00","Voltage",8.445359596323902,"volts"
"2025-349T13:39:00","Voltage",6.83934023904232,"volts"
"2025-349T13:40:00","Voltage",6.7805349364945355,"volts"
"2025-349T13:41:00","Voltage",9.880024418941998,"volts"
"2025-349T13:42:00","Voltage",5.396684837067425,"volts"
"2025-349T13:43:00","Voltage",7.394212181843829,"volts"
"2025-349T13:44:00","Voltage",3.4113779032807265,"volts"
"2025-349T13:45:00","Voltage",6.231987628344881,"volts"
"2025-349T13:46:00","Voltage",4.6586534909188195,"volts"
"2025-349T13:47:00","Voltage",3.3789588334138942,"volts"
"2025-349T13:48:00","Voltage",0.8307713889809459,"volts"
"2025-349T13:49:00","Voltage",6.875573840887597,"volts"
"2025-349T13:50:00","Voltage",2.191296951921249,"volts"
"2025-349T13:51:00","Voltage",6.483541216075788,"volts"
"2025-349T13:52:00","Voltage",5.80385495022138,"volts"
"2025-349T13:53:00","Voltage",7.148808804944138,"volts"
"2025-349T13:54:00","Voltage",2.0995934642785103,"volts"
"2025-349T13:55:00","Voltage",0.961607735697074,"volts"
"2025-349T13:56:00","Voltage",6.116581257149796,"volts"
"2025-349T13:57:00","Voltage",9.675970058238306,"volts"
"2025-349T13:58:00","Voltage",6.99146095087692,"volts"
"2025-349T13:59:00","Voltage",3.9426390099500366,"volts"
"2025-349T14:00:00","Voltage",6.7873598047594115,"volts"
"2025-349T14:01:00","Voltage",5.038034998105965,"volts"
"2025-349T14:02:00","Voltage",4.44717276436632,"volts"
"2025-349T14:03:00","Voltage",10.680575840636081,"volts"
"2025-349T14:04:00","Voltage",10.342880785878132,"volts"
"2025-349T14:05:00","Voltage",4.198540404767045,"volts"
"2025-349T14:06:00","Voltage",6.492910427994842,"volts"
"2025-349T14:07:00","Voltage",1.9266435335444287,"volts"
"2025-349T14:08:00","Voltage",1.7887886482177677,"volts"
"2025-349T14:09:00","Voltage",7.756362504044577,"volts"
"2025-349T14:10:00","Voltage",10.762158061244147,"volts"
"2025-349T14:11:00","Voltage",7.282432848287959,"volts"
"2025-349T14:12:00","Voltage",3.339166897288613,"volts"
"2025-349T14:13:00","Voltage",11.798625277867984,"volts"
"2025-349T14:14:00","Voltage",8.444885463752062,"volts"
"2025-349T14:15:00","Voltage",9.308177484186864,"volts"
"2025-349T14:16:00","Voltage",10.971398846936566,"volts"
"2025-349T14:17:00","Voltage",7.331369985075703,"volts"
"2025-349T14:18:00","Voltage",2.894000165648149,"volts"
"2025-349T14:19:00","Voltage",2.8530971163659924,"volts"
"2025-349T14:20:00","Voltage",3.571627389951299,"volts"
"2025-349T14:21:00","Voltage",4.8219318264842865,"volts"
"2025-349T14:22:00","Voltage",5.530887546690202,"volts"
"2025-349T14:23:00","Voltage",3.4290049909033415,"volts"
"2025-349T14:24:00","Voltage",10.45533513165148,"volts"
"2025-349T14:25:00","Voltage",8.049650242048614,"volts"
"2025-349T14:26:00","Voltage",7.663769898107157,"volts"
"2025-349T14:27:00","Voltage",9.225232961243282,"volts"
"2025-349T14:28:00","Voltage",7.78439519181941,"volts"
"2025-349T14:29:00","Voltage",12.929085285941927,"volts"
"2025-349T14:30:00","Voltage",13.917182841465209,"volts"
"2025-349T14:31:00","Voltage",5.80123579798136,"volts"
"2025-349T14:32:00","Voltage",6.574299266932021,"volts"
"2025-349T14:33:00","Voltage",8.648913217706326,"volts"
"2025-349T14:34:00","Voltage",8.235550051189197,"volts"
"2025-349T14:35:00","Voltage",13.094383240707248,"volts"
"2025-349T14:36:00","Voltage",7.843558791398354,"volts"
"2025-349T14:37:00","Voltage",5.594173485241985,"volts"
"2025-349T14:38:00","Voltage",14.27260208149604,"volts"
"2025-349T14:39:00","Voltage",10.442165642367696,"volts"
"2025-349T14:40:00","Voltage",15.271479561567308,"volts"
"2025-349T14:41:00","Voltage",13.525409920829286,"volts"
"2025-349T14:42:00","Voltage",15.917755783496052,"volts"
"2025-349T14:43:00","Voltage",9.604289427820664,"volts"
"2025-349T14:44:00","Voltage",9.870677826672965,"volts"
"2025-349T14:45:00","Voltage",16.542358249591572,"volts"
"2025-349T14:46:00","Voltage",11.295726464731601,"volts"
"2025-349T14:47:00","Voltage",10.689224469262431,"volts"
"2025-349T14:48:00","Voltage",13.635796939257403,"volts"
"2025-349T14:49:00","Voltage",7.848548567837024,"volts"
"2025-349T14:50:00","Voltage",13.933145098643505,"volts"
"2025-349T14:51:00","Voltage",17.104318486072085,"volts"
"2025-349T14:52:00","Voltage",10.364939513773844,"volts"
"2025-349T14:53:00","Voltage",8.937774215256216,"volts"
"2025-349T14:54:00","Voltage",15.663790684213406,"volts"
"2025-349T14:55:00","Voltage",12.312648989375024,"volts"
"2025-349T14:56:00","Voltage",15.615760638986583,"volts"
"2025-349T14:57:00","Voltage",15.925268509152275,"volts"
"2025-349T14:58:00","Voltage",12.106869400772604,"volts"
"2025-349T14:59:00","Voltage",20.177407291365355,"volts"
"2025-349T15:00:00","Voltage",16.74382874490177,"volts"
"2025-349T15:01:00","Voltage",13.292771924995787,"volts"
"2025-349T15:02:00","Voltage",14.92772427329936,"volts"
"2025-349T15:03:00","Voltage",11.423289762671237,"volts"
"2025-349T15:04:00","Voltage",12.948124963113024,"volts"
"2025-349T15:05:00","Voltage",21.712001759701913,"volts"
"2025-349T15:06:00","Voltage",18.899881872702164,"volts"
"2025-349T15:07:00","Voltage",14.251240518723565,"volts"
"2025-349T15:08:00","Voltage",20.999444339081293,"volts"
"2025-349T15:09:00","Voltage",18.298053336790506,"volts"
"2025-349T15:10:00","Voltage",21.378048477674525,"volts"
"2025-349T15:11:00","Voltage",17.95520191174404,"volts"
"2025-349T15:12:00","Voltage",16.78143932823422,"volts"
"2025-349T15:13:00","Voltage",21.423144279926753,"volts"
"2025-349T15:14:00","Voltage",14.786699820000456,"volts"
"2025-349T15:15:00","Voltage",22.24970049468751,"volts"
"2025-349T15:16:00","Voltage",19.1549228189887,"volts"
"2025-349T15:17:00","Voltage",17.806203856982844,"volts"
"2025-349T15:18:00","Voltage",23.239297082680608,"volts"
"2025-349T15:19:00","Voltage",18.753713822213314,"volts"
"2025-349T15:20:00","Voltage",24.26353743335485,"volts"
"2025-349T15:21:00","Voltage",22.274439724187644,"volts"
"2025-349T15:22:00","Voltage",19.244492052662377,"volts"
"2025-349T15:23:00","Voltage",22.516869729555054,"volts"
"2025-349T15:24:00","Voltage",20.939420741593654,"volts"
"2025-349T15:25:00","Voltage",20.026853509172238,"volts"
"2025-349T15:26:00","Voltage",23.135629416179366,"volts"
"2025-349T15:27:00","Voltage",18.05058492450509,"volts"
"2025-349T15:28:00","Voltage",24.42130277712775,"volts"
"2025-349T15:29:00","Voltage",24.422973567215962,"volts"
"2025-349T15:30:00","Voltage",18.580323567789357,"volts"
"2025-349T15:31:00","Voltage",19.17579582001678,"volts"
"2025-349T15:32:00","Voltage",18.59151282509703,"volts"
"2025-349T15:33:00","Voltage",25.703322295448032,"volts"
"2025-349T15:34:00","Voltage",25.086487554641295,"volts"
"2025-349T15:35:00","Voltage",26.421260303390284,"volts"
"2025-349T15:36:00","Voltage",19.076456546632617,"volts"
"2025-349T15:37:00","Voltage",26.991341848848236,"volts"
"2025-349T15:38:00","Voltage",22.095477571933053,"volts"
"2025-349T15:39:00","Voltage",25.419848816544892,"volts"
"2025-349T15:40:00","Voltage",20.32573317826852,"volts"
"2025-349T15:41:00","Voltage",23.540404063195588,"volts"
"2025-349T15:42:00","Voltage",19.878282216577663,"volts"
"2025-349T15:43:00","Voltage",27.306500940597857,"volts"
"2025-349T15:44:00","Voltage",18.200508887394463,"volts"
"2025-349T15:45:00","Voltage",18.31640030380418,"volts"
"2025-349T15:46:00","Voltage",24.864539234547323,"volts"
"2025-349T15:47:00","Voltage",20.842871720930518,"volts"
"2025-349T15:48:00","Voltage",23.011000354373238,"volts"
"2025-349T15:49:00","Voltage",23.319200488866358,"volts"
"2025-349T15:50:00","Voltage",21.31030545674389,"volts"
"2025-349T15:51:00","Voltage",22.216574906767733,"volts"
"2025-349T15:52:00","Voltage",22.70723153045742,"volts"
"2025-349T15:53:00","Voltage",22.59249101025854,"volts"
"2025-349T15:54:00","Voltage",19.057589414215418,"volts"
"2025-349T15:55:00","Voltage",27.935718082495434,"volts"
"2025-349T15:56:00","Voltage",27.450759666994855,"volts"
"2025-349T15:57:00","Voltage",19.800164900749834,"volts"
"2025-349T15:58:00","Voltage",26.897975387350577,"volts"
"2025-349T15:59:00","Voltage",25.378970460824902,"volts"
"2025-349T16:00:00","Voltage",24.6979396269898,"volts"
"2025-349T16:01:00","Voltage",21.287073377461056,"volts"
"2025-349T16:02:00","Voltage",27.187506258263404,"volts"
"2025-349T16:03:00","Voltage",26.301147681247823,"volts"
"2025-349T16:04:00","Voltage",24.834155785101387,"volts"
"2025-349T16:05:00","Voltage",26.09124670572114,"volts"
"2025-349T16:06:00","Voltage",28.11607234192323,"volts"
"2025-349T16:07:00","Voltage",28.057436876507168,"volts"
"2025-349T16:08:00","Voltage",27.92179206106585,"volts"
"2025-349T16:09:00","Voltage",28.49245054099103,"volts"
"2025-349T16:10:00","Voltage",24.515746890062285,"volts"
"2025-349T16:11:00","Voltage",28.1304119060151,"volts"
"2025-349T16:12:00","Voltage",21.142706494775624,"volts"
"2025-349T16:13:00","Voltage",19.572920613979925,"volts"
"2025-349T16:14:00","Voltage",24.978088227348195,"volts"
"2025-349T16:15:00","Voltage",26.886056584576735,"volts"
"2025-349T16:16:00","Voltage",29.548895347469177,"volts"
"2025-349T16:17:00","Voltage",28.729921032646395,"volts"
"2025-349T16:18:00","Voltage",28.631429379901803,"volts"
"2025-349T16:19:00","Voltage",20.450787655492075,"volts"
"2025-349T16:20:00","Voltage",22.602362041302367,"volts"
"2025-349T16:21:00","Voltage",20.696728947093916,"volts"
"2025-349T16:22:00","Voltage",22.776002856494628,"volts"
"2025-349T16:23:00","Voltage",23.865600506332754,"volts"
"2025-349T16:24:00","Voltage",29.018136741588062,"volts"
"2025-349T16:25:00","Voltage",25.197606669019113,"volts"
"2025-349T16:26:00","Voltage",20.319101099507904,"volts"
"2025-349T16:27:00","Voltage",20.203229243622395,"volts"
"2025-349T16:28:00","Voltage",25.39268554869654,"volts"
"2025-349T16:29:00","Voltage",28.729931484007572,"volts"
"2025-349T16:30:00","Voltage",21.22872879817439,"volts"
"2025-349T16:31:00","Voltage",21.903731661292998,"volts"
"2025-349T16:32:00","Voltage",25.255998507007387,"volts"
"2025-349T16:33:00","Voltage",25.414268729978044,"volts"
"2025-349T16:34:00","Voltage",27.226669741403782,"volts"
"2025-349T16:35:00","Voltage",22.7535965810475,"volts"
"2025-349T16:36:00","Voltage",22.999374496577932,"volts"
