scet,name,value,unit
2025-354T12:15:25,PSats,000,
2025-354T12:15:25,NSats,000,
2025-354T12:15:25,SF,000,
2025-354T12:15:25,GDE,000,
2025-354T12:15:25,ErrP,00.0,
2025-354T12:15:25,ErrN,00.2,
2025-354T12:15:25,AuxStatus,AA2R,
2025-354T12:15:26,AvgVin,241.1,U
2025-354T12:15:26,AvgVout,226.6,U
2025-354T12:15:26,AvgAmps,0013.0,I
2025-354T12:15:26,Avg_kVA,02.9458,S
2025-354T12:15:26,Avg_kW,-004.499,P
2025-354T12:15:26,PSats,000,
2025-354T12:15:26,NSats,000,
2025-354T12:15:26,SF,000,
2025-354T12:15:26,GDE,000,
2025-354T12:15:26,ErrP,00.0,
2025-354T12:15:26,ErrN,00.2,
2025-354T12:15:26,AuxStatus,AA2R,
2025-354T12:15:26,AvgVin,241.1,U
2025-354T12:15:26,AvgVout,226.6,U
2025-354T12:15:26,AvgAmps,0013.0,I
2025-354T12:15:26,Avg_kVA,02.9458,S
2025-354T12:15:26,Avg_kW,-005.258,P
2025-354T12:15:26,PSats,000,
2025-354T12:15:26,NSats,000,
2025-354T12:15:26,SF,000,
2025-354T12:15:26,GDE,000,
2025-354T12:15:26,ErrP,00.0,
2025-354T12:15:26,ErrN,00.2,
2025-354T12:15:26,AuxStatus,AA2R,
2025-354T12:15:27,AvgVin,241.1,U
2025-354T12:15:27,AvgVout,226.6,U
2025-354T12:15:27,AvgAmps,0013.0,I
2025-354T12:15:27,Avg_kVA,02.9458,S
2025-354T12:15:27,Avg_kW,-004.672,P
2025-354T12:15:27,PSats,000,
2025-354T12:15:27,NSats,000,
2025-354T12:15:27,SF,000,
2025-354T12:15:27,GDE,000,
2025-354T12:15:27,ErrP,00.0,
2025-354T12:15:27,ErrN,00.2,
2025-354T12:15:27,AuxStatus,AA2R,
2025-354T12:15:27,AvgVin,241.1,U
2025-354T12:15:27,AvgVout,226.6,U
2025-354T12:15:27,AvgAmps,0013.0,I
2025-354T12:15:27,Avg_kVA,02.9458,S
2025-354T12:15:27,Avg_kW,-004.945,P
2025-354T12:15:27,PSats,000,
2025-354T12:15:27,NSats,000,
2025-354T12:15:27,SF,000,
2025-354T12:15:27,GDE,000,
2025-354T12:15:27,ErrP,00.0,
2025-354T12:15:27,ErrN,00.2,
2025-354T12:15:27,AuxStatus,AA2R,
2025-354T12:15:28,AvgVin,241.2,U
2025-354T12:15:28,AvgVout,226.6,U
2025-354T12:15:28,AvgAmps,0013.0,I
2025-354T12:15:28,Avg_kVA,02.9458,S
2025-354T12:15:28,Avg_kW,-003.164,P
2025-354T12:15:28,PSats,000,
2025-354T12:15:28,NSats,000,
2025-354T12:15:28,SF,000,
2025-354T12:15:28,GDE,000,
2025-354T12:15:28,ErrP,00.0,
2025-354T12:15:28,ErrN,00.2,
2025-354T12:15:28,AuxStatus,AA2R,
2025-354T12:15:28,AvgVin,241.2,U
2025-354T12:15:28,AvgVout,226.6,U
2025-354T12:15:28,AvgAmps,0013.0,I
2025-354T12:15:28,Avg_kVA,02.9458,S
2025-354T12:15:28,Avg_kW,-003.908,P
2025-354T12:15:28,PSats,000,
2025-354T12:15:28,NSats,000,
2025-354T12:15:28,SF,000,
2025-354T12:15:28,GDE,000,
2025-354T12:15:28,ErrP,00.0,
2025-354T12:15:28,ErrN,00.0,
2025-354T12:15:28,AuxStatus,AA2R,
2025-354T12:15:29,AvgVin,241.4,U
2025-354T12:15:29,AvgVout,226.6,U
2025-354T12:15:29,AvgAmps,0013.0,I
2025-354T12:15:29,Avg_kVA,02.9458,S
2025-354T12:15:29,Avg_kW,-003.859,P
2025-354T12:15:29,PSats,000,
2025-354T12:15:29,NSats,000,
2025-354T12:15:29,SF,000,
2025-354T12:15:29,GDE,000,
2025-354T12:15:29,ErrP,00.0,
2025-354T12:15:29,ErrN,00.0,
2025-354T12:15:29,AuxStatus,AA2R,
2025-354T12:15:29,AvgVin,241.3,U
2025-354T12:15:29,AvgVout,226.6,U
2025-354T12:15:29,AvgAmps,0013.0,I
2025-354T12:15:29,Avg_kVA,02.9458,S
2025-354T12:15:29,Avg_kW,-004.114,P
2025-354T12:15:29,PSats,000,
2025-354T12:15:29,NSats,000,
2025-354T12:15:29,SF,000,
2025-354T12:15:29,GDE,000,
2025-354T12:15:29,ErrP,00.0,
2025-354T12:15:29,ErrN,00.2,
2025-354T12:15:29,AuxStatus,AA2R,
2025-354T12:15:30,AvgVin,241.2,U
2025-354T12:15:30,AvgVout,226.4,U
2025-354T12:15:30,AvgAmps,0013.0,I
2025-354T12:15:30,Avg_kVA,02.9432,S
2025-354T12:15:30,Avg_kW,-003.991,P
2025-354T12:15:30,PSats,000,
2025-354T12:15:30,NSats,000,
2025-354T12:15:30,SF,000,
2025-354T12:15:30,GDE,000,
2025-354T12:15:30,ErrP,00.0,
2025-354T12:15:30,ErrN,00.2,
2025-354T12:15:30,AuxStatus,AA2R,
2025-354T12:15:30,AvgVin,241.3,U
2025-354T12:15:30,AvgVout,226.6,U
2025-354T12:15:30,AvgAmps,0013.0,I
2025-354T12:15:30,Avg_kVA,02.9458,S
2025-354T12:15:30,Avg_kW,-003.320,P
2025-354T12:15:30,PSats,000,
2025-354T12:15:30,NSats,000,
2025-354T12:15:30,SF,000,
2025-354T12:15:30,GDE,000,
2025-354T12:15:30,ErrP,00.0,
2025-354T12:15:30,ErrN,00.2,
2025-354T12:15:30,AuxStatus,AA2R,
2025-354T12:15:31,AvgVin,241.3,U
2025-354T12:15:31,AvgVout,226.6,U
2025-354T12:15:31,AvgAmps,0013.0,I
2025-354T12:15:31,Avg_kVA,02.9458,S
2025-354T12:15:31,Avg_kW,-003.959,P
2025-354T12:15:31,PSats,000,
2025-354T12:15:31,NSats,000,
2025-354T12:15:31,SF,000,
2025-354T12:15:31,GDE,000,
2025-354T12:15:31,ErrP,00.0,
2025-354T12:15:31,ErrN,00.2,
2025-354T12:15:31,AuxStatus,AA2R,
2025-354T12:15:31,AvgVin,241.3,U
2025-354T12:15:31,AvgVout,226.6,U
2025-354T12:15:31,AvgAmps,0013.0,I
2025-354T12:15:31,Avg_kVA,02.9458,S
2025-354T12:15:31,Avg_kW,-002.813,P
2025-354T12:15:31,PSats,000,
2025-354T12:15:31,NSats,000,
2025-354T12:15:31,SF,000,
2025-354T12:15:31,GDE,000,
2025-354T12:15:31,ErrP,00.0,
2025-354T12:15:31,ErrN,00.2,
2025-354T12:15:31,AuxStatus,AA2R,
2025-354T12:15:32,AvgVin,241.3,U
2025-354T12:15:32,AvgVout,226.6,U
2025-354T12:15:32,AvgAmps,0013.0,I
2025-354T12:15:32,Avg_kVA,02.9458,S
2025-354T12:15:32,Avg_kW,-002.645,P
2025-354T12:15:32,PSats,000,
2025-354T12:15:32,NSats,000,
2025-354T12:15:32,SF,000,
2025-354T12:15:32,GDE,000,
2025-354T12:15:32,ErrP,00.0,
2025-354T12:15:32,ErrN,00.2,
2025-354T12:15:32,AuxStatus,AA2R,
2025-354T12:15:32,AvgVin,241.3,U
2025-354T12:15:32,AvgVout,226.6,U
2025-354T12:15:32,AvgAmps,0013.0,I
2025-354T12:15:32,Avg_kVA,02.9458,S
2025-354T12:15:32,Avg_kW,-004.723,P
2025-354T12:15:32,PSats,000,
2025-354T12:15:32,NSats,000,
2025-354T12:15:32,SF,000,
2025-354T12:15:32,GDE,000,
2025-354T12:15:32,ErrP,00.0,
2025-354T12:15:32,ErrN,00.2,
2025-354T12:15:32,AuxStatus,AA2R,
2025-354T12:15:33,AvgVin,241.3,U
2025-354T12:15:33,AvgVout,226.6,U
2025-354T12:15:33,AvgAmps,0013.0,I
2025-354T12:15:33,Avg_kVA,02.9458,S
2025-354T12:15:33,Avg_kW,-001.217,P
2025-354T12:15:33,PSats,000,
2025-354T12:15:33,NSats,000,
2025-354T12:15:33,SF,000,
2025-354T12:15:33,GDE,000,
2025-354T12:15:33,ErrP,00.0,
2025-354T12:15:33,ErrN,00.2,
2025-354T12:15:33,AuxStatus,AA2R,
2025-354T12:15:33,AvgVin,241.3,U
2025-354T12:15:33,AvgVout,226.6,U
2025-354T12:15:33,AvgAmps,0013.0,I
2025-354T12:15:33,Avg_kVA,02.9458,S
2025-354T12:15:33,Avg_kW,-003.254,P
2025-354T12:15:33,PSats,000,
2025-354T12:15:33,NSats,000,
2025-354T12:15:33,SF,000,
2025-354T12:15:33,GDE,000,
2025-354T12:15:33,ErrP,00.0,
2025-354T12:15:33,ErrN,00.2,
2025-354T12:15:33,AuxStatus,AA2R,
2025-354T12:15:34,AvgVin,241.1,U
2025-354T12:15:34,AvgVout,226.6,U
2025-354T12:15:34,AvgAmps,0013.0,I
2025-354T12:15:34,Avg_kVA,02.9458,S
2025-354T12:15:34,Avg_kW,-002.511,P
2025-354T12:15:34,PSats,000,
2025-354T12:15:34,NSats,000,
2025-354T12:15:34,SF,000,
2025-354T12:15:34,GDE,000,
2025-354T12:15:34,ErrP,00.0,
2025-354T12:15:34,ErrN,00.2,
2025-354T12:15:34,AuxStatus,AA2R,
2025-354T12:15:34,AvgVin,241.1,U
2025-354T12:15:34,AvgVout,226.6,U
2025-354T12:15:34,AvgAmps,0011.0,I
2025-354T12:15:34,Avg_kVA,02.4926,S
2025-354T12:15:34,Avg_kW,-003.139,P
2025-354T12:15:34,PSats,000,
2025-354T12:15:34,NSats,000,
2025-354T12:15:34,SF,000,
2025-354T12:15:34,GDE,000,
2025-354T12:15:34,ErrP,00.0,
2025-354T12:15:34,ErrN,00.0,
2025-354T12:15:34,AuxStatus,AA2R,
2025-354T12:15:35,AvgVin,241.2,U
2025-354T12:15:35,AvgVout,226.6,U
2025-354T12:15:35,AvgAmps,0013.0,I
2025-354T12:15:35,Avg_kVA,02.9458,S
2025-354T12:15:35,Avg_kW,-001.689,P
2025-354T12:15:35,PSats,000,
2025-354T12:15:35,NSats,000,
2025-354T12:15:35,SF,000,
2025-354T12:15:35,GDE,000,
2025-354T12:15:35,ErrP,00.0,
2025-354T12:15:35,ErrN,00.0,
2025-354T12:15:35,AuxStatus,AA2R,
2025-354T12:15:35,AvgVin,241.1,U
2025-354T12:15:35,AvgVout,226.6,U
2025-354T12:15:35,AvgAmps,0013.0,I
2025-354T12:15:35,Avg_kVA,02.9458,S
2025-354T12:15:35,Avg_kW,-001.162,P
2025-354T12:15:35,PSats,000,
2025-354T12:15:35,NSats,000,
2025-354T12:15:35,SF,000,
2025-354T12:15:35,GDE,000,
2025-354T12:15:35,ErrP,00.0,
2025-354T12:15:35,ErrN,00.2,
2025-354T12:15:35,AuxStatus,AA2R,
2025-354T12:15:36,AvgVin,241.1,U
2025-354T12:15:36,AvgVout,226.6,U
2025-354T12:15:36,AvgAmps,0013.0,I
2025-354T12:15:36,Avg_kVA,02.9458,S
2025-354T12:15:36,Avg_kW,-003.733,P
2025-354T12:15:36,PSats,000,
2025-354T12:15:36,NSats,000,
2025-354T12:15:36,SF,000,
2025-354T12:15:36,GDE,000,
2025-354T12:15:36,ErrP,00.0,
2025-354T12:15:36,ErrN,00.2,
2025-354T12:15:36,AuxStatus,AA2R,
2025-354T12:15:36,AvgVin,241.2,U
2025-354T12:15:36,AvgVout,226.6,U
2025-354T12:15:36,AvgAmps,0013.0,I
2025-354T12:15:36,Avg_kVA,02.9458,S
2025-354T12:15:36,Avg_kW,-001.167,P
2025-354T12:15:36,PSats,000,
2025-354T12:15:36,NSats,000,
2025-354T12:15:36,SF,000,
2025-354T12:15:36,GDE,000,
2025-354T12:15:36,ErrP,00.0,
2025-354T12:15:36,ErrN,00.2,
2025-354T12:15:36,AuxStatus,AA2R,
2025-354T12:15:37,AvgVin,241.3,U
2025-354T12:15:37,AvgVout,226.6,U
2025-354T12:15:37,AvgAmps,0013.0,I
2025-354T12:15:37,Avg_kVA,02.9458,S
2025-354T12:15:37,Avg_kW,-003.119,P
2025-354T12:15:37,PSats,000,
2025-354T12:15:37,NSats,000,
2025-354T12:15:37,SF,000,
2025-354T12:15:37,GDE,000,
2025-354T12:15:37,ErrP,00.0,
2025-354T12:15:37,ErrN,00.2,
2025-354T12:15:37,AuxStatus,AA2R,
2025-354T12:15:37,AvgVin,241.1,U
2025-354T12:15:37,AvgVout,226.6,U
2025-354T12:15:37,AvgAmps,0013.0,I
2025-354T12:15:37,Avg_kVA,02.9458,S
2025-354T12:15:37,Avg_kW,-002.188,P
2025-354T12:15:37,PSats,000,
2025-354T12:15:37,NSats,000,
2025-354T12:15:37,SF,000,
2025-354T12:15:37,GDE,000,
2025-354T12:15:37,ErrP,00.0,
2025-354T12:15:37,ErrN,00.2,
2025-354T12:15:37,AuxStatus,AA2R,
2025-354T12:15:38,AvgVin,241.2,U
2025-354T12:15:38,AvgVout,226.6,U
2025-354T12:15:38,AvgAmps,0013.0,I
2025-354T12:15:38,Avg_kVA,02.9458,S
2025-354T12:15:38,Avg_kW,-000.249,P
2025-354T12:15:38,PSats,000,
2025-354T12:15:38,NSats,000,
2025-354T12:15:38,SF,000,
2025-354T12:15:38,GDE,000,
2025-354T12:15:38,ErrP,00.0,
2025-354T12:15:38,ErrN,00.0,
2025-354T12:15:38,AuxStatus,AA2R,
2025-354T12:15:38,AvgVin,241.2,U
2025-354T12:15:38,AvgVout,226.6,U
2025-354T12:15:38,AvgAmps,0013.0,I
2025-354T12:15:38,Avg_kVA,02.9458,S
2025-354T12:15:38,Avg_kW,-002.040,P
2025-354T12:15:38,PSats,000,
2025-354T12:15:38,NSats,000,
2025-354T12:15:38,SF,000,
2025-354T12:15:38,GDE,000,
2025-354T12:15:38,ErrP,00.0,
2025-354T12:15:38,ErrN,00.2,
2025-354T12:15:38,AuxStatus,AA2R,
2025-354T12:15:39,AvgVin,241.3,U
2025-354T12:15:39,AvgVout,226.6,U
2025-354T12:15:39,AvgAmps,0013.0,I
2025-354T12:15:39,Avg_kVA,02.9458,S
2025-354T12:15:39,Avg_kW,-001.800,P
2025-354T12:15:39,PSats,000,
2025-354T12:15:39,NSats,000,
2025-354T12:15:39,SF,000,
2025-354T12:15:39,GDE,000,
2025-354T12:15:39,ErrP,00.0,
2025-354T12:15:39,ErrN,00.2,
2025-354T12:15:39,AuxStatus,AA2R,
2025-354T12:15:39,AvgVin,241.3,U
2025-354T12:15:39,AvgVout,226.6,U
2025-354T12:15:39,AvgAmps,0013.0,I
2025-354T12:15:39,Avg_kVA,02.9458,S
2025-354T12:15:39,Avg_kW,-002.356,P
2025-354T12:15:39,PSats,000,
2025-354T12:15:39,NSats,000,
2025-354T12:15:39,SF,000,
2025-354T12:15:39,GDE,000,
2025-354T12:15:39,ErrP,00.0,
2025-354T12:15:39,ErrN,00.2,
2025-354T12:15:39,AuxStatus,AA2R,
2025-354T12:15:40,AvgVin,241.3,U
2025-354T12:15:40,AvgVout,226.6,U
2025-354T12:15:40,AvgAmps,0013.0,I
2025-354T12:15:40,Avg_kVA,02.9458,S
2025-354T12:15:40,Avg_kW,-002.041,P
2025-354T12:15:40,PSats,000,
2025-354T12:15:40,NSats,000,
2025-354T12:15:40,SF,000,
2025-354T12:15:40,GDE,000,
2025-354T12:15:40,ErrP,00.0,
2025-354T12:15:40,ErrN,00.2,
2025-354T12:15:40,AuxStatus,AA2R,
2025-354T12:15:40,AvgVin,241.1,U
2025-354T12:15:40,AvgVout,226.6,U
2025-354T12:15:40,AvgAmps,0013.0,I
2025-354T12:15:40,Avg_kVA,02.9458,S
2025-354T12:15:40,Avg_kW,-000.311,P
2025-354T12:15:40,PSats,000,
2025-354T12:15:40,NSats,000,
2025-354T12:15:40,SF,000,
2025-354T12:15:40,GDE,000,
2025-354T12:15:40,ErrP,00.0,
2025-354T12:15:40,ErrN,00.2,
2025-354T12:15:40,AuxStatus,AA2R,
2025-354T12:15:41,AvgVin,241.2,U
2025-354T12:15:41,AvgVout,226.6,U
2025-354T12:15:41,AvgAmps,0013.0,I
2025-354T12:15:41,Avg_kVA,02.9458,S
2025-354T12:15:41,Avg_kW,-001.967,P
2025-354T12:15:41,PSats,000,
2025-354T12:15:41,NSats,000,
2025-354T12:15:41,SF,000,
2025-354T12:15:41,GDE,000,
2025-354T12:15:41,ErrP,00.0,
2025-354T12:15:41,ErrN,00.2,
2025-354T12:15:41,AuxStatus,AA2R,
2025-354T12:15:41,AvgVin,241.2,U
2025-354T12:15:41,AvgVout,226.6,U
2025-354T12:15:41,AvgAmps,0013.0,I
2025-354T12:15:41,Avg_kVA,02.9458,S
2025-354T12:15:41,Avg_kW,-000.464,P
2025-354T12:15:41,PSats,000,
2025-354T12:15:41,NSats,000,
2025-354T12:15:41,SF,000,
2025-354T12:15:41,GDE,000,
2025-354T12:15:41,ErrP,00.0,
2025-354T12:15:41,ErrN,00.2,
2025-354T12:15:41,AuxStatus,AA2R,
2025-354T12:15:42,AvgVin,241.1,U
2025-354T12:15:42,AvgVout,226.6,U
2025-354T12:15:42,AvgAmps,0013.0,I
2025-354T12:15:42,Avg_kVA,02.9458,S
2025-354T12:15:42,Avg_kW,-001.468,P
2025-354T12:15:42,PSats,000,
2025-354T12:15:42,NSats,000,
2025-354T12:15:42,SF,000,
2025-354T12:15:42,GDE,000,
2025-354T12:15:42,ErrP,00.0,
2025-354T12:15:42,ErrN,00.2,
2025-354T12:15:42,AuxStatus,AA2R,
2025-354T12:15:42,AvgVin,241.2,U
2025-354T12:15:42,AvgVout,226.6,U
2025-354T12:15:42,AvgAmps,0013.0,I
2025-354T12:15:42,Avg_kVA,02.9458,S
2025-354T12:15:42,Avg_kW,-000.696,P
2025-354T12:15:42,PSats,000,
2025-354T12:15:42,NSats,000,
2025-354T12:15:42,SF,000,
2025-354T12:15:42,GDE,000,
2025-354T12:15:42,ErrP,00.0,
2025-354T12:15:42,ErrN,00.2,
2025-354T12:15:42,AuxStatus,AA2R,
2025-354T12:15:43,AvgVin,241.2,U
2025-354T12:15:43,AvgVout,226.6,U
2025-354T12:15:43,AvgAmps,0013.0,I
2025-354T12:15:43,Avg_kVA,02.9458,S
2025-354T12:15:43,Avg_kW,-000.746,P
2025-354T12:15:43,PSats,000,
2025-354T12:15:43,NSats,000,
2025-354T12:15:43,SF,000,
2025-354T12:15:43,GDE,000,
2025-354T12:15:43,ErrP,00.0,
2025-354T12:15:43,ErrN,00.2,
2025-354T12:15:43,AuxStatus,AA2R,
2025-354T12:15:43,AvgVin,240.7,U
2025-354T12:15:43,AvgVout,226.5,U
2025-354T12:15:43,AvgAmps,0013.0,I
2025-354T12:15:43,Avg_kVA,02.9445,S
2025-354T12:15:43,Avg_kW,+000.102,P
2025-354T12:15:43,PSats,000,
2025-354T12:15:43,NSats,000,
2025-354T12:15:43,SF,000,
2025-354T12:15:43,GDE,000,
2025-354T12:15:43,ErrP,00.0,
2025-354T12:15:43,ErrN,00.2,
2025-354T12:15:43,AuxStatus,AA2R,
2025-354T12:15:44,AvgVin,240.7,U
2025-354T12:15:44,AvgVout,226.6,U
2025-354T12:15:44,AvgAmps,0013.0,I
2025-354T12:15:44,Avg_kVA,02.9458,S
2025-354T12:15:44,Avg_kW,-000.707,P
2025-354T12:15:44,PSats,000,
2025-354T12:15:44,NSats,000,
2025-354T12:15:44,SF,000,
2025-354T12:15:44,GDE,000,
2025-354T12:15:44,ErrP,00.0,
2025-354T12:15:44,ErrN,00.2,
2025-354T12:15:44,AuxStatus,AA2R,
2025-354T12:15:44,AvgVin,241.3,U
2025-354T12:15:44,AvgVout,226.6,U
2025-354T12:15:44,AvgAmps,0013.0,I
2025-354T12:15:44,Avg_kVA,02.9458,S
2025-354T12:15:44,Avg_kW,-005.516,P
2025-354T12:15:44,PSats,000,
2025-354T12:15:44,NSats,000,
2025-354T12:15:44,SF,000,
2025-354T12:15:44,GDE,000,
2025-354T12:15:44,ErrP,00.0,
2025-354T12:15:44,ErrN,00.2,
2025-354T12:15:44,AuxStatus,AA2R,
2025-354T12:15:45,AvgVin,241.3,U
2025-354T12:15:45,AvgVout,226.6,U
2025-354T12:15:45,AvgAmps,0013.0,I
2025-354T12:15:45,Avg_kVA,02.9458,S
2025-354T12:15:45,Avg_kW,-001.550,P
2025-354T12:15:45,PSats,000,
2025-354T12:15:45,NSats,000,
2025-354T12:15:45,SF,000,
2025-354T12:15:45,GDE,000,
2025-354T12:15:45,ErrP,00.0,
2025-354T12:15:45,ErrN,00.2,
2025-354T12:15:45,AuxStatus,AA2R,
2025-354T12:15:45,AvgVin,241.3,U
2025-354T12:15:45,AvgVout,226.6,U
2025-354T12:15:45,AvgAmps,0013.0,I
2025-354T12:15:45,Avg_kVA,02.9458,S
2025-354T12:15:45,Avg_kW,-006.294,P
2025-354T12:15:45,PSats,000,
2025-354T12:15:45,NSats,000,
2025-354T12:15:45,SF,000,
2025-354T12:15:45,GDE,000,
2025-354T12:15:45,ErrP,00.0,
2025-354T12:15:45,ErrN,00.2,
2025-354T12:15:45,AuxStatus,AA2R,
2025-354T12:15:46,AvgVin,241.3,U
2025-354T12:15:46,AvgVout,226.6,U
2025-354T12:15:46,AvgAmps,0013.0,I
2025-354T12:15:46,Avg_kVA,02.9458,S
2025-354T12:15:46,Avg_kW,-001.418,P
2025-354T12:15:46,PSats,000,
2025-354T12:15:46,NSats,000,
2025-354T12:15:46,SF,000,
2025-354T12:15:46,GDE,000,
2025-354T12:15:46,ErrP,00.0,
2025-354T12:15:46,ErrN,00.2,
2025-354T12:15:46,AuxStatus,AA2R,
2025-354T12:15:46,AvgVin,241.3,U
2025-354T12:15:46,AvgVout,226.6,U
2025-354T12:15:46,AvgAmps,0013.0,I
2025-354T12:15:46,Avg_kVA,02.9458,S
2025-354T12:15:46,Avg_kW,-005.632,P
2025-354T12:15:46,PSats,000,
2025-354T12:15:46,NSats,000,
2025-354T12:15:46,SF,000,
2025-354T12:15:46,GDE,000,
2025-354T12:15:46,ErrP,00.0,
2025-354T12:15:46,ErrN,00.2,
2025-354T12:15:46,AuxStatus,AA2R,
2025-354T12:15:47,AvgVin,241.3,U
2025-354T12:15:47,AvgVout,226.6,U
2025-354T12:15:47,AvgAmps,0013.0,I
2025-354T12:15:47,Avg_kVA,02.9458,S
2025-354T12:15:47,Avg_kW,-006.208,P
2025-354T12:15:47,PSats,000,
2025-354T12:15:47,NSats,000,
2025-354T12:15:47,SF,000,
2025-354T12:15:47,GDE,000,
2025-354T12:15:47,ErrP,00.0,
2025-354T12:15:47,ErrN,00.2,
2025-354T12:15:47,AuxStatus,AA2R,
2025-354T12:15:47,AvgVin,241.2,U
2025-354T12:15:47,AvgVout,226.6,U
2025-354T12:15:47,AvgAmps,0013.0,I
2025-354T12:15:47,Avg_kVA,02.9458,S
2025-354T12:15:47,Avg_kW,-005.617,P
2025-354T12:15:47,PSats,000,
2025-354T12:15:47,NSats,000,
2025-354T12:15:47,SF,000,
2025-354T12:15:47,GDE,000,
2025-354T12:15:47,ErrP,00.0,
2025-354T12:15:47,ErrN,00.0,
2025-354T12:15:47,AuxStatus,AA2R,
2025-354T12:15:48,AvgVin,241.3,U
2025-354T12:15:48,AvgVout,226.6,U
2025-354T12:15:48,AvgAmps,0013.0,I
2025-354T12:15:48,Avg_kVA,02.9458,S
2025-354T12:15:48,Avg_kW,-006.348,P
2025-354T12:15:48,PSats,000,
2025-354T12:15:48,NSats,000,
2025-354T12:15:48,SF,000,
2025-354T12:15:48,GDE,000,
2025-354T12:15:48,ErrP,00.0,
2025-354T12:15:48,ErrN,00.0,
2025-354T12:15:48,AuxStatus,AA2R,
2025-354T12:15:48,AvgVin,241.2,U
2025-354T12:15:48,AvgVout,226.6,U
2025-354T12:15:48,AvgAmps,0013.0,I
2025-354T12:15:48,Avg_kVA,02.9458,S
2025-354T12:15:48,Avg_kW,-006.595,P
2025-354T12:15:48,PSats,000,
2025-354T12:15:48,NSats,000,
2025-354T12:15:48,SF,000,
2025-354T12:15:48,GDE,000,
2025-354T12:15:48,ErrP,00.0,
2025-354T12:15:48,ErrN,00.0,
2025-354T12:15:48,AuxStatus,AA2R,
2025-354T12:15:49,AvgVin,241.3,U
2025-354T12:15:49,AvgVout,226.6,U
2025-354T12:15:49,AvgAmps,0013.0,I
2025-354T12:15:49,Avg_kVA,02.9458,S
2025-354T12:15:49,Avg_kW,-005.252,P
2025-354T12:15:49,PSats,000,
2025-354T12:15:49,NSats,000,
2025-354T12:15:49,SF,000,
2025-354T12:15:49,GDE,000,
2025-354T12:15:49,ErrP,00.0,
2025-354T12:15:49,ErrN,00.2,
2025-354T12:15:49,AuxStatus,AA2R,
2025-354T12:15:49,AvgVin,241.3,U
2025-354T12:15:49,AvgVout,226.6,U
2025-354T12:15:49,AvgAmps,0013.0,I
2025-354T12:15:49,Avg_kVA,02.9458,S
2025-354T12:15:49,Avg_kW,-006.162,P
2025-354T12:15:49,PSats,000,
2025-354T12:15:49,NSats,000,
2025-354T12:15:49,SF,000,
2025-354T12:15:49,GDE,000,
2025-354T12:15:49,ErrP,00.0,
2025-354T12:15:49,ErrN,00.2,
2025-354T12:15:49,AuxStatus,AA2R,
2025-354T12:15:50,AvgVin,241.3,U
2025-354T12:15:50,AvgVout,226.7,U
2025-354T12:15:50,AvgAmps,0013.0,I
2025-354T12:15:50,Avg_kVA,02.9471,S
2025-354T12:15:50,Avg_kW,-005.272,P
2025-354T12:15:50,PSats,000,
2025-354T12:15:50,NSats,000,
2025-354T12:15:50,SF,000,
2025-354T12:15:50,GDE,000,
2025-354T12:15:50,ErrP,00.0,
2025-354T12:15:50,ErrN,00.2,
2025-354T12:15:50,AuxStatus,AA2R,
2025-354T12:15:50,AvgVin,241.2,U
2025-354T12:15:50,AvgVout,226.6,U
2025-354T12:15:50,AvgAmps,0013.0,I
2025-354T12:15:50,Avg_kVA,02.9458,S
2025-354T12:15:50,Avg_kW,-006.091,P
2025-354T12:15:50,PSats,000,
2025-354T12:15:50,NSats,000,
2025-354T12:15:50,SF,000,
2025-354T12:15:50,GDE,000,
2025-354T12:15:50,ErrP,00.0,
2025-354T12:15:50,ErrN,00.2,
2025-354T12:15:50,AuxStatus,AA2R,
2025-354T12:15:51,AvgVin,241.2,U
2025-354T12:15:51,AvgVout,226.6,U
2025-354T12:15:51,AvgAmps,0013.0,I
2025-354T12:15:51,Avg_kVA,02.9458,S
2025-354T12:15:51,Avg_kW,-005.997,P
2025-354T12:15:51,PSats,000,
2025-354T12:15:51,NSats,000,
2025-354T12:15:51,SF,000,
2025-354T12:15:51,GDE,000,
2025-354T12:15:51,ErrP,00.0,
2025-354T12:15:51,ErrN,00.2,
2025-354T12:15:51,AuxStatus,AA2R,
2025-354T12:15:51,AvgVin,241.2,U
2025-354T12:15:51,AvgVout,226.6,U
2025-354T12:15:51,AvgAmps,0013.0,I
2025-354T12:15:51,Avg_kVA,02.9458,S
2025-354T12:15:51,Avg_kW,-005.144,P
2025-354T12:15:51,PSats,000,
2025-354T12:15:51,NSats,000,
2025-354T12:15:51,SF,000,
2025-354T12:15:51,GDE,000,
2025-354T12:15:51,ErrP,00.0,
2025-354T12:15:51,ErrN,00.2,
2025-354T12:15:51,AuxStatus,AA2R,
2025-354T12:15:52,AvgVin,241.3,U
2025-354T12:15:52,AvgVout,226.6,U
2025-354T12:15:52,AvgAmps,0013.0,I
2025-354T12:15:52,Avg_kVA,02.9458,S
2025-354T12:15:52,Avg_kW,-006.134,P
2025-354T12:15:52,PSats,000,
2025-354T12:15:52,NSats,000,
2025-354T12:15:52,SF,000,
2025-354T12:15:52,GDE,000,
2025-354T12:15:52,ErrP,00.0,
2025-354T12:15:52,ErrN,00.2,
2025-354T12:15:52,AuxStatus,AA2R,
2025-354T12:15:52,AvgVin,241.3,U
2025-354T12:15:52,AvgVout,226.6,U
2025-354T12:15:52,AvgAmps,0013.0,I
2025-354T12:15:52,Avg_kVA,02.9458,S
2025-354T12:15:52,Avg_kW,-005.280,P
