"scet","name","value"
"2025-349T20:31:00","Voltage",47.410608215089496
"2025-349T20:32:00","Voltage",47.21268932304687
"2025-349T20:33:00","Voltage",47.94790274781183
"2025-349T20:34:00","Voltage",49.58927234929721
"2025-349T20:35:00","Voltage",47.08645978315858
"2025-349T20:36:00","Voltage",47.81449843609508
"2025-349T20:37:00","Voltage",41.92189044802146
"2025-349T20:38:00","Voltage",49.07916572978819
"2025-349T20:39:00","Voltage",51.443180179063
"2025-349T20:40:00","Voltage",52.09442370984472
"2025-349T20:41:00","Voltage",50.6310158128705
"2025-349T20:42:00","Voltage",48.502570108378656
"2025-349T20:43:00","Voltage",51.545855369422874
"2025-349T20:44:00","Voltage",54.7224810780523
"2025-349T20:45:00","Voltage",58.206124278365735
"2025-349T20:46:00","Voltage",53.44319187008056
"2025-349T20:47:00","Voltage",47.22812750876007
"2025-349T20:48:00","Voltage",45.47850051732901
"2025-349T20:49:00","Voltage",55.36810529915835
"2025-349T20:50:00","Voltage",55.23108036911309
"2025-349T20:51:00","Voltage",46.57569649767564
"2025-349T20:52:00","Voltage",51.00809371121062
"2025-349T20:53:00","Voltage",53.45608769772032
"2025-349T20:54:00","Voltage",49.36164593221056
"2025-349T20:55:00","Voltage",48.6977593008167
"2025-349T20:56:00","Voltage",55.65768521447879
"2025-349T20:57:00","Voltage",47.278787380510586
"2025-349T20:58:00","Voltage",49.782990936203134
"2025-349T20:59:00","Voltage",51.81199051763584
"2025-349T21:00:00","Voltage",48.46252447889828
"2025-349T21:01:00","Voltage",52.412430804348325
"2025-349T21:02:00","Voltage",46.77615624294892
"2025-349T21:03:00","Voltage",51.0155361330946
"2025-349T21:04:00","Voltage",50.179009693824035
"2025-349T21:05:00","Voltage",48.22928991814985
"2025-349T21:06:00","Voltage",53.161228881793726
"2025-349T21:07:00","Voltage",53.256684801948296
"2025-349T21:08:00","Voltage",47.6647096301665
"2025-349T21:09:00","Voltage",53.24881633227887
"2025-349T21:10:00","Voltage",44.82457433084009
"2025-349T21:11:00","Voltage",44.46012799124898
"2025-349T21:12:00","Voltage",46.87914166106892
"2025-349T21:13:00","Voltage",42.960435718457695
"2025-349T21:14:00","Voltage",52.18277769303405
"2025-349T21:15:00","Voltage",52.7756847791309
"2025-349T21:16:00","Voltage",47.19294297147828
"2025-349T21:17:00","Voltage",47.51173876204192
"2025-349T21:18:00","Voltage",50.56771878606646
"2025-349T21:19:00","Voltage",52.238763041675
"2025-349T21:20:00","Voltage",49.10929623217997
"2025-349T21:21:00","Voltage",50.345214467751894
"2025-349T21:22:00","Voltage",46.756536687056794
"2025-349T21:23:00","Voltage",52.72613502390361
"2025-349T21:24:00","Voltage",53.087905834582735
"2025-349T21:25:00","Voltage",47.285426785798464
"2025-349T21:26:00","Voltage",48.94570470633339
"2025-349T21:27:00","Voltage",52.99400246651938
"2025-349T21:28:00","Voltage",45.92563244547135
"2025-349T21:29:00","Voltage",54.404620894448776
"2025-349T21:30:00","Voltage",49.9779344933006
"2025-349T21:31:00","Voltage",48.30071471298793
"2025-349T21:32:00","Voltage",51.86988272537104
"2025-349T21:33:00","Voltage",49.861164401690395
"2025-349T21:34:00","Voltage",49.28929924491914
"2025-349T21:35:00","Voltage",49.7434501225449
"2025-349T21:36:00","Voltage",51.27936007394397
"2025-349T21:37:00","Voltage",47.17517184247977
"2025-349T21:38:00","Voltage",54.604156620114814
"2025-349T21:39:00","Voltage",50.785552949725904
"2025-349T21:40:00","Voltage",52.18985586616985
"2025-349T21:41:00","Voltage",49.73160349199009
"2025-349T21:42:00","Voltage",48.217991787966334
"2025-349T21:43:00","Voltage",48.334415711216586
"2025-349T21:44:00","Voltage",49.794354816048724
"2025-349T21:45:00","Voltage",49.942852169000155
"2025-349T21:46:00","Voltage",46.02220050013968
"2025-349T21:47:00","Voltage",47.74889255229182
"2025-349T21:48:00","Voltage",47.78063820520048
"2025-349T21:49:00","Voltage",55.39399897970312
"2025-349T21:50:00","Voltage",52.85160357217941
"2025-349T21:51:00","Voltage",50.14612608171783
"2025-349T21:52:00","Voltage",50.13180619420104
"2025-349T21:53:00","Voltage",49.21295429620402
"2025-349T21:54:00","Voltage",50.664662467962565
"2025-349T21:55:00","Voltage",51.19874333566873
"2025-349T21:56:00","Voltage",54.22563771954394
"2025-349T21:57:00","Voltage",51.973952818452645
"2025-349T21:58:00","Voltage",48.79645567973213
"2025-349T21:59:00","Voltage",45.916424361120775
"2025-349T22:00:00","Voltage",47.31253365698256
"2025-349T22:01:00","Voltage",48.93008724710317
"2025-349T22:02:00","Voltage",47.29550627972243
"2025-349T22:03:00","Voltage",47.86135775569513
"2025-349T22:04:00","Voltage",50.524394311537215
"2025-349T22:05:00","Voltage",47.92142110903465
"2025-349T22:06:00","Voltage",45.70424925661234
"2025-349T22:07:00","Voltage",49.781248381359454
"2025-349T22:08:00","Voltage",52.284493150387384
"2025-349T22:09:00","Voltage",51.85075771309262
"2025-349T22:10:00","Voltage",48.924196471196296
"2025-349T22:11:00","Voltage",51.30186470669283
"2025-349T22:12:00","Voltage",43.76014624112704
"2025-349T22:13:00","Voltage",50.07550440109292
"2025-349T22:14:00","Voltage",49.780348267231126
"2025-349T22:15:00","Voltage",49.80135548323732
"2025-349T22:16:00","Voltage",49.37164563070174
"2025-349T22:17:00","Voltage",55.317367580162404
"2025-349T22:18:00","Voltage",48.16788297735442
"2025-349T22:19:00","Voltage",49.526082227795634
"2025-349T22:20:00","Voltage",48.758919429478944
"2025-349T22:21:00","Voltage",49.354553564665544
"2025-349T22:22:00","Voltage",50.94817657526176
"2025-349T22:23:00","Voltage",49.053113131209464
"2025-349T22:24:00","Voltage",49.5483440326291
"2025-349T22:25:00","Voltage",48.71303102137249
"2025-349T22:26:00","Voltage",49.849540606766
"2025-349T22:27:00","Voltage",54.754386382271335
"2025-349T22:28:00","Voltage",49.23495170361182
"2025-349T22:29:00","Voltage",47.247678990748476
"2025-349T22:30:00","Voltage",49.164140710438254
"2025-349T22:31:00","Voltage",47.024114877613286
"2025-349T22:32:00","Voltage",59.12655320587852
"2025-349T22:33:00","Voltage",56.21203027243435
"2025-349T22:34:00","Voltage",49.31569127975963
"2025-349T22:35:00","Voltage",53.230816006816895
"2025-349T22:36:00","Voltage",55.99055970107441
"2025-349T22:37:00","Voltage",46.15874375246926
"2025-349T22:38:00","Voltage",47.77552399279204
"2025-349T22:39:00","Voltage",51.801630500010745
"2025-349T22:40:00","Voltage",47.381941617724735
"2025-349T22:41:00","Voltage",45.3914319370887
"2025-349T22:42:00","Voltage",49.163157086779016
"2025-349T22:43:00","Voltage",53.036427202592755
"2025-349T22:44:00","Voltage",48.67869718941624
"2025-349T22:45:00","Voltage",45.95896593813982
"2025-349T22:46:00","Voltage",54.488272764358925
"2025-349T22:47:00","Voltage",52.44786423913663
"2025-349T22:48:00","Voltage",54.1524349348132
"2025-349T22:49:00","Voltage",51.62524067236878
"2025-349T22:50:00","Voltage",50.62269871783626
"2025-349T22:51:00","Voltage",51.692285166254436
"2025-349T22:52:00","Voltage",50.71167636878574
"2025-349T22:53:00","Voltage",46.991605308438906
"2025-349T22:54:00","Voltage",55.08873918762734
"2025-349T22:55:00","Voltage",48.89367983780985
"2025-349T22:56:00","Voltage",54.56170461448198
"2025-349T22:57:00","Voltage",48.82624443285437
"2025-349T22:58:00","Voltage",52.659762124899316
"2025-349T22:59:00","Voltage",50.19223403627584
"2025-349T23:00:00","Voltage",57.35189010421103
"2025-349T23:01:00","Voltage",49.70933774475226
"2025-349T23:02:00","Voltage",48.30713220246538
"2025-349T23:03:00","Voltage",45.98263350691299
"2025-349T23:04:00","Voltage",51.56489794691419
"2025-349T23:05:00","Voltage",56.20799799067889
"2025-349T23:06:00","Voltage",53.53798301336436
"2025-349T23:07:00","Voltage",49.259349730567216
"2025-349T23:08:00","Voltage",53.71099416331771
"2025-349T23:09:00","Voltage",50.0008678383698
"2025-349T23:10:00","Voltage",50.7661315929584
"2025-349T23:11:00","Voltage",52.00061992420941
"2025-349T23:12:00","Voltage",50.086207838990894
"2025-349T23:13:00","Voltage",49.99614008319607
"2025-349T23:14:00","Voltage",42.1094899131211
"2025-349T23:15:00","Voltage",51.68400159016408
"2025-349T23:16:00","Voltage",49.39979835094547
"2025-349T23:17:00","Voltage",56.57463731858313
"2025-349T23:18:00","Voltage",51.688236048433055
"2025-349T23:19:00","Voltage",46.67701798132337
"2025-349T23:20:00","Voltage",46.94191000193516
"2025-349T23:21:00","Voltage",50.001760712741955
"2025-349T23:22:00","Voltage",50.350175501408955
"2025-349T23:23:00","Voltage",48.03968252123182
"2025-349T23:24:00","Voltage",46.96642540178266
"2025-349T23:25:00","Voltage",47.89023945865973
"2025-349T23:26:00","Voltage",46.32781701639957
"2025-349T23:27:00","Voltage",49.23633484224535
"2025-349T23:28:00","Voltage",52.756073867492645
"2025-349T23:29:00","Voltage",53.87828128624789
"2025-349T23:30:00","Voltage",53.29737278633347
"2025-349T23:31:00","Voltage",51.566142334755305
"2025-349T23:32:00","Voltage",53.246168774591084
"2025-349T23:33:00","Voltage",48.00828909218206
"2025-349T23:34:00","Voltage",49.77536308023295
"2025-349T23:35:00","Voltage",49.73432708206818
"2025-349T23:36:00","Voltage",47.485330914556386
"2025-349T23:37:00","Voltage",46.7394828424692
"2025-349T23:38:00","Voltage",54.86214587607332
"2025-349T23:39:00","Voltage",55.93524069842984
"2025-349T23:40:00","Voltage",49.17097242543168
"2025-349T23:41:00","Voltage",49.41455027192592
"2025-349T23:42:00","Voltage",46.141402880870956
"2025-349T23:43:00","Voltage",51.37096811523609
"2025-349T23:44:00","Voltage",50.219578246632175
"2025-349T23:45:00","Voltage",47.222396624096135
"2025-349T23:46:00","Voltage",48.70223067825663
"2025-349T23:47:00","Voltage",50.22707316149626
"2025-349T23:48:00","Voltage",46.084131224737405
"2025-349T23:49:00","Voltage",44.86179741689479
"2025-349T23:50:00","Voltage",45.745776229247
"2025-349T23:51:00","Voltage",49.824522738995746
"2025-349T23:52:00","Voltage",51.56086847521377
"2025-349T23:53:00","Voltage",48.73050676007113
"2025-349T23:54:00","Voltage",54.625778128679194
"2025-349T23:55:00","Voltage",50.000388172247646
"2025-349T23:56:00","Voltage",57.104599230505045
"2025-349T23:57:00","Voltage",49.97053591993387
"2025-349T23:58:00","Voltage",49.2822752100968
"2025-349T23:59:00","Voltage",49.733717501981396
"2025-350T00:00:00","Voltage",51.62990478928803
"2025-350T00:01:00","Voltage",54.894533425659354
"2025-350T00:02:00","Voltage",49.087804075143104
"2025-350T00:03:00","Voltage",45.22165559042102
"2025-350T00:04:00","Voltage",48.834819947478756
"2025-350T00:05:00","Voltage",53.61957369187062
"2025-350T00:06:00","Voltage",53.849069589106264
"2025-350T00:07:00","Voltage",48.93440124742706
"2025-350T00:08:00","Voltage",43.05696985891744
"2025-350T00:09:00","Voltage",55.356647271895106
"2025-350T00:10:00","Voltage",43.487779580010596
"2025-350T00:11:00","Voltage",49.581248776649076
"2025-350T00:12:00","Voltage",53.51172244722749
"2025-350T00:13:00","Voltage",49.30018299211881
"2025-350T00:14:00","Voltage",52.93839475486643
"2025-350T00:15:00","Voltage",50.4619691113038
"2025-350T00:16:00","Voltage",51.3163917926871
"2025-350T00:17:00","Voltage",48.882021147040184
"2025-350T00:18:00","Voltage",49.760350814412654
"2025-350T00:19:00","Voltage",53.99723638275273
"2025-350T00:20:00","Voltage",50.97323536689033
"2025-350T00:21:00","Voltage",48.701303990397726
"2025-350T00:22:00","Voltage",43.58943923718852
"2025-350T00:23:00","Voltage",53.37114643679455
"2025-350T00:24:00","Voltage",43.2125564849219
"2025-350T00:25:00","Voltage",47.4109825430446
"2025-350T00:26:00","Voltage",47.85459741792101
"2025-350T00:27:00","Voltage",46.26990155741139
"2025-350T00:28:00","Voltage",50.97206009287632
"2025-350T00:29:00","Voltage",54.12600678793148
"2025-350T00:30:00","Voltage",56.28303309048033
"2025-350T00:31:00","Voltage",46.354090072470335
"2025-350T00:32:00","Voltage",48.79835941537968
"2025-350T00:33:00","Voltage",46.166950765060335
"2025-350T00:34:00","Voltage",47.42533017946646
"2025-350T00:35:00","Voltage",48.33414637248935
"2025-350T00:36:00","Voltage",46.59700918356137
"2025-350T00:37:00","Voltage",44.644766804186865
"2025-350T00:38:00","Voltage",58.40208474114961
"2025-350T00:39:00","Voltage",53.252688709880736
"2025-350T00:40:00","Voltage",50.371184416682034
"2025-350T00:41:00","Voltage",46.99058358184732
"2025-350T00:42:00","Voltage",52.00178457626651
"2025-350T00:43:00","Voltage",54.105161643471895
"2025-350T00:44:00","Voltage",51.92702917903299
"2025-350T00:45:00","Voltage",46.73167763568364
"2025-350T00:46:00","Voltage",55.53318157897498
"2025-350T00:47:00","Voltage",46.37981399188218
"2025-350T00:48:00","Voltage",52.312140586614944
"2025-350T00:49:00","Voltage",50.13415414439189
"2025-350T00:50:00","Voltage",53.26582506481992
"2025-350T00:51:00","Voltage",50.8629009912845
"2025-350T00:52:00","Voltage",52.14504707110044
"2025-350T00:53:00","Voltage",48.632759880363906
"2025-350T00:54:00","Voltage",48.17730339165599
"2025-350T00:55:00","Voltage",52.39933641212126
"2025-350T00:56:00","Voltage",50.46819455916288
"2025-350T00:57:00","Voltage",45.42116295530233
"2025-350T00:58:00","Voltage",54.662338085387056
"2025-350T00:59:00","Voltage",46.37250438014437
"2025-350T01:00:00","Voltage",48.488489417919574
"2025-350T01:01:00","Voltage",46.07931472612398
"2025-350T01:02:00","Voltage",45.45268952815008
"2025-350T01:03:00","Voltage",52.1111180397981
"2025-350T01:04:00","Voltage",49.34552135491599
"2025-350T01:05:00","Voltage",46.4833648678327
"2025-350T01:06:00","Voltage",44.59246291427695
"2025-350T01:07:00","Voltage",47.69395883342155
"2025-350T01:08:00","Voltage",49.000836949039154
"2025-350T01:09:00","Voltage",46.23421333307591
"2025-350T01:10:00","Voltage",49.97918306058452
"2025-350T01:11:00","Voltage",50.58733749630568
"2025-350T01:12:00","Voltage",46.248631017078694
"2025-350T01:13:00","Voltage",53.055425266053504
"2025-350T01:14:00","Voltage",53.33067192409759
"2025-350T01:15:00","Voltage",54.005551717668325
"2025-350T01:16:00","Voltage",47.09280495396621
"2025-350T01:17:00","Voltage",51.99349739672863
"2025-350T01:18:00","Voltage",46.26040165264395
"2025-350T01:19:00","Voltage",50.877068438347166
"2025-350T01:20:00","Voltage",49.0960978566262
"2025-350T01:21:00","Voltage",49.885843565818014
"2025-350T01:22:00","Voltage",55.29807963163678
"2025-350T01:23:00","Voltage",46.82275112922576
"2025-350T01:24:00","Voltage",49.599031326198265
"2025-350T01:25:00","Voltage",51.8084470550524
"2025-350T01:26:00","Voltage",51.80432861666384
"2025-350T01:27:00","Voltage",46.37084073418272
"2025-350T01:28:00","Voltage",54.79922372955498
"2025-350T01:29:00","Voltage",50.12437394606559
"2025-350T01:30:00","Voltage",49.371030267012586
"2025-350T01:31:00","Voltage",43.62404420861667
"2025-350T01:32:00","Voltage",46.8903414121434
"2025-350T01:33:00","Voltage",45.3077567471467
"2025-350T01:34:00","Voltage",52.31489378298336
"2025-350T01:35:00","Voltage",52.73272473571366
"2025-350T01:36:00","Voltage",55.603108745903405
"2025-350T01:37:00","Voltage",51.576220408009014
"2025-350T01:38:00","Voltage",53.74458150122544
"2025-350T01:39:00","Voltage",48.64692552556216
"2025-350T01:40:00","Voltage",49.568050664588824
"2025-350T01:41:00","Voltage",46.412560852076965
"2025-350T01:42:00","Voltage",49.73818550332826
"2025-350T01:43:00","Voltage",53.82548054790769
"2025-350T01:44:00","Voltage",46.69956440584477
"2025-350T01:45:00","Voltage",49.15936851863603
"2025-350T01:46:00","Voltage",50.61810211673177
"2025-350T01:47:00","Voltage",48.749678375925825
"2025-350T01:48:00","Voltage",53.632948608517395
"2025-350T01:49:00","Voltage",45.73877890853876
"2025-350T01:50:00","Voltage",49.65702986714397
"2025-350T01:51:00","Voltage",47.963938256882805
"2025-350T01:52:00","Voltage",49.539827483875
"2025-350T01:53:00","Voltage",44.2616191199821
"2025-350T01:54:00","Voltage",48.381344686318315
"2025-350T01:55:00","Voltage",51.62392047799456
"2025-350T01:56:00","Voltage",49.88918711282689
"2025-350T01:57:00","Voltage",47.22650324155593
"2025-350T01:58:00","Voltage",48.21269978140457
"2025-350T01:59:00","Voltage",45.273460179066376
"2025-350T02:00:00","Voltage",49.46001203712413
"2025-350T02:01:00","Voltage",53.617126754894564
"2025-350T02:02:00","Voltage",50.10359829917802
"2025-350T02:03:00","Voltage",49.096424251764354
"2025-350T02:04:00","Voltage",49.47079904067124
"2025-350T02:05:00","Voltage",50.926148548063
"2025-350T02:06:00","Voltage",46.90428021236683
"2025-350T02:07:00","Voltage",52.059105124444066
"2025-350T02:08:00","Voltage",49.57247577716385
"2025-350T02:09:00","Voltage",52.025873455399065
"2025-350T02:10:00","Voltage",48.864401958150395
"2025-350T02:11:00","Voltage",50.68813737209887
"2025-350T02:12:00","Voltage",45.947004910616414
"2025-350T02:13:00","Voltage",50.4048533773239
"2025-350T02:14:00","Voltage",53.32312268394876
"2025-350T02:15:00","Voltage",51.63661086127169
"2025-350T02:16:00","Voltage",47.653941050979846
"2025-350T02:17:00","Voltage",52.57016508333294
"2025-350T02:18:00","Voltage",50.64851836555876
"2025-350T02:19:00","Voltage",53.40388160998349
"2025-350T02:20:00","Voltage",44.51938193543693
"2025-350T02:21:00","Voltage",44.453879480966464
"2025-350T02:22:00","Voltage",44.68850161623189
"2025-350T02:23:00","Voltage",50.837754814999485
"2025-350T02:24:00","Voltage",46.45654269085848
"2025-350T02:25:00","Voltage",53.95027372745377
"2025-350T02:26:00","Voltage",46.42176847338117
"2025-350T02:27:00","Voltage",48.493379267747244
"2025-350T02:28:00","Voltage",51.612301221459134
"2025-350T02:29:00","Voltage",44.79512479593738
"2025-350T02:30:00","Voltage",45.16158868499726
"2025-350T02:31:00","Voltage",51.79406663652467
"2025-350T02:32:00","Voltage",50.467450544541606
"2025-350T02:33:00","Voltage",57.12645142005423
"2025-350T02:34:00","Voltage",51.88963467073534
"2025-350T02:35:00","Voltage",53.32158144977501
"2025-350T02:36:00","Voltage",53.261624109969276
"2025-350T02:37:00","Voltage",52.14943590663887
"2025-350T02:38:00","Voltage",54.63315867480771
"2025-350T02:39:00","Voltage",49.3136057106614
"2025-350T02:40:00","Voltage",47.114964504973386
"2025-350T02:41:00","Voltage",49.784016902002875
"2025-350T02:42:00","Voltage",49.25870360797075
"2025-350T02:43:00","Voltage",51.34964094263202
"2025-350T02:44:00","Voltage",48.06167700871057
"2025-350T02:45:00","Voltage",45.49295343472113
"2025-350T02:46:00","Voltage",46.724039826272445
"2025-350T02:47:00","Voltage",54.300838074167686
"2025-350T02:48:00","Voltage",50.28517614118391
"2025-350T02:49:00","Voltage",50.641345169397034
"2025-350T02:50:00","Voltage",50.231524393269055
"2025-350T02:51:00","Voltage",49.495890994324
"2025-350T02:52:00","Voltage",53.06043510452583
"2025-350T02:53:00","Voltage",51.487046452650425
"2025-350T02:54:00","Voltage",47.63728246399904
"2025-350T02:55:00","Voltage",54.33903422974713
"2025-350T02:56:00","Voltage",46.36989129655919
"2025-350T02:57:00","Voltage",53.26412658091251
"2025-350T02:58:00","Voltage",48.97115264808987
"2025-350T02:59:00","Voltage",51.79397897794821
"2025-350T03:00:00","Voltage",60.49671496433929
"2025-350T03:01:00","Voltage",50.583083045750655
"2025-350T03:02:00","Voltage",50.10026452918895
"2025-350T03:03:00","Voltage",55.407294854276586
"2025-350T03:04:00","Voltage",47.60112967857782
"2025-350T03:05:00","Voltage",50.26068836083573
"2025-350T03:06:00","Voltage",49.96629207646542
"2025-350T03:07:00","Voltage",47.20996363645455
"2025-350T03:08:00","Voltage",47.17140975650748
"2025-350T03:09:00","Voltage",48.56321238981825
"2025-350T03:10:00","Voltage",49.61541344382574
"2025-350T03:11:00","Voltage",56.21415343789733
"2025-350T03:12:00","Voltage",53.72513244914244
"2025-350T03:13:00","Voltage",45.68205209365593
"2025-350T03:14:00","Voltage",55.92528530959635
"2025-350T03:15:00","Voltage",49.20005857572237
"2025-350T03:16:00","Voltage",46.05967501986281
"2025-350T03:17:00","Voltage",46.45709568639434
"2025-350T03:18:00","Voltage",55.43318516542587
"2025-350T03:19:00","Voltage",52.5671767143742
"2025-350T03:20:00","Voltage",50.79935195619819
"2025-350T03:21:00","Voltage",47.37865567263567
"2025-350T03:22:00","Voltage",50.248811664968116
"2025-350T03:23:00","Voltage",52.658513167574384
"2025-350T03:24:00","Voltage",46.59983414964039
"2025-350T03:25:00","Voltage",47.67665331284016
"2025-350T03:26:00","Voltage",51.873627232676405
"2025-350T03:27:00","Voltage",44.95638388270132
"2025-350T03:28:00","Voltage",52.17387898327263
"2025-350T03:29:00","Voltage",53.61762757490913
"2025-350T03:30:00","Voltage",47.00751983092489
"2025-350T03:31:00","Voltage",50.77446245302773
"2025-350T03:32:00","Voltage",50.931417471188965
"2025-350T03:33:00","Voltage",51.5535141488263
"2025-350T03:34:00","Voltage",45.05244001705516
"2025-350T03:35:00","Voltage",50.3063078242606
"2025-350T03:36:00","Voltage",52.37019011981856
"2025-350T03:37:00","Voltage",58.806992104760205
"2025-350T03:38:00","Voltage",44.505087462701624
"2025-350T03:39:00","Voltage",51.846618467285595
"2025-350T03:40:00","Voltage",45.710903085872616
"2025-350T03:41:00","Voltage",48.80585287971188
"2025-350T03:42:00","Voltage",48.62652547848418
"2025-350T03:43:00","Voltage",51.96925347969697
"2025-350T03:44:00","Voltage",50.5619091896084
